訂票代碼,客戶證號,訂單狀態,乘車日期,訂票張數,起站,迄站
0064291,D246177893,預訂,2018/1/7,3,5050,7160
0064292,G255555326,預訂,2018/1/6,2,5050,1160
0064293,T239356163,預訂,2018/1/5,1,5050,4120
0064294,H199145185,預訂,2018/1/7,3,5050,7160
0064295,M145353634,預訂,2018/1/6,2,5050,1160
0064296,E212110385,預訂,2018/1/6,2,5050,1160
0064297,P243046452,預訂,2018/1/7,3,5050,7160
0064298,Q210176062,預訂,2018/1/6,2,5050,1160
0064299,H226061398,預訂,2018/1/5,1,5050,4120
0064300,O184178589,預訂,2018/1/5,1,5050,4120
0064301,N226669423,預訂,2018/1/7,3,5050,7160
0063409,V222618570,預訂,2018/1/6,2,5050,1160
0063410,L188656544,預訂,2018/1/6,2,5050,1160
0063411,J267382497,預訂,2018/1/5,1,5050,4120
0063412,Z138941321,預訂,2018/1/7,3,5050,7160
0063413,U102777299,預訂,2018/1/5,1,5050,4120
0063414,Q143812875,預訂,2018/1/7,3,5050,7160
0063415,E262922111,預訂,2018/1/6,2,5050,1160
0063416,U297301123,預訂,2018/1/6,2,5050,1160
0063417,G237601576,預訂,2018/1/6,2,5050,1160
0063418,M128759187,預訂,2018/1/6,2,5050,1160
0063419,Q219271522,預訂,2018/1/7,3,5050,7160
0063420,G194172190,預訂,2018/1/5,1,5050,4120
0063421,Z145187435,預訂,2018/1/7,3,5050,7160
0063422,R205839160,預訂,2018/1/6,2,5050,1160
0063423,I149032487,預訂,2018/1/6,2,5050,1160
0063424,N114035666,預訂,2018/1/6,2,5050,1160
0063425,L127073990,預訂,2018/1/6,2,5050,1160
0063426,O117794799,預訂,2018/1/7,3,5050,7160
0063427,R164500988,預訂,2018/1/7,3,5050,7160
0063694,D195392899,預訂,2018/1/5,1,5050,4120
0063695,E273921915,預訂,2018/1/6,2,5050,1160
0063696,P277260377,預訂,2018/1/6,2,5050,1160
0063697,S226930841,預訂,2018/1/7,3,5050,7160
0063698,F147144898,預訂,2018/1/5,1,5050,4120
0063699,Z225831836,預訂,2018/1/5,1,5050,4120
0063700,V289276952,預訂,2018/1/5,1,5050,4120
0063701,Z243469623,預訂,2018/1/7,3,5050,7160
0063702,M106846949,預訂,2018/1/6,2,5050,1160
0063703,I114000173,預訂,2018/1/7,3,5050,7160
0063704,H230329241,預訂,2018/1/7,3,5050,7160
0063705,A232251267,預訂,2018/1/5,1,5050,4120
0063706,Q259969074,預訂,2018/1/6,2,5050,1160
0063707,L248993668,預訂,2018/1/7,3,5050,7160
0063708,M234987082,預訂,2018/1/7,3,5050,7160
0063709,D155018878,預訂,2018/1/6,2,5050,1160
0063710,R225932564,預訂,2018/1/5,1,5050,4120
0063711,F271617777,預訂,2018/1/6,2,5050,1160
0063712,Q122004391,預訂,2018/1/5,1,5050,4120
0063923,V132683461,預訂,2018/1/7,3,5050,7160
0063924,E141226541,預訂,2018/1/6,2,5050,1160
0063925,N290368062,預訂,2018/1/5,1,5050,4120
0063926,A146917436,預訂,2018/1/7,3,5050,7160
0063927,F148118061,預訂,2018/1/6,2,5050,1160
0063928,E267275626,預訂,2018/1/6,2,5050,1160
0063929,Z222362549,預訂,2018/1/5,1,5050,4120
0063930,H122473685,預訂,2018/1/6,2,5050,1160
0063931,A198702036,預訂,2018/1/6,2,5050,1160
0063932,E181322684,預訂,2018/1/5,1,5050,4120
0063933,B113220152,預訂,2018/1/7,3,5050,7160
0063934,J129997509,預訂,2018/1/6,2,5050,1160
0063935,Q109174345,預訂,2018/1/7,3,5050,7160
0063936,B126490766,預訂,2018/1/7,3,5050,7160
0063937,R285077440,預訂,2018/1/7,3,5050,7160
0063938,D170737276,預訂,2018/1/7,3,5050,7160
0063939,V106076025,預訂,2018/1/7,3,5050,7160
0063940,O127295829,預訂,2018/1/7,3,5050,7160
0063941,H120948278,預訂,2018/1/5,1,5050,4120
0064302,O250587021,預訂,2018/1/5,1,5050,4120
0064303,G280103670,預訂,2018/1/6,2,5050,1160
0064304,A146008638,預訂,2018/1/7,3,5050,7160
0064305,U115225704,預訂,2018/1/6,2,5050,1160
0064306,L228047905,預訂,2018/1/5,1,5050,4120
0064307,I250466731,預訂,2018/1/7,3,5050,7160
0064308,H151928466,預訂,2018/1/6,2,5050,1160
0064309,J205762337,預訂,2018/1/5,1,5050,4120
0064310,D159192740,預訂,2018/1/5,1,5050,4120
0064311,P255630768,預訂,2018/1/6,2,5050,1160
0064312,K194188137,預訂,2018/1/6,2,5050,1160
0064313,G114322543,預訂,2018/1/7,3,5050,7160
0064314,I190370114,預訂,2018/1/5,1,5050,4120
0064315,H295348128,預訂,2018/1/5,1,5050,4120
0064316,G165520057,預訂,2018/1/5,1,5050,4120
0064317,B297148095,預訂,2018/1/5,1,5050,4120
0064318,M239932701,預訂,2018/1/5,1,5050,4120
0064319,F228403356,預訂,2018/1/7,3,5050,7160
0064320,Q262199817,預訂,2018/1/5,1,5050,4120
0063428,F255258572,預訂,2018/1/5,1,5050,4120
0063429,O215685119,預訂,2018/1/6,2,5050,1160
0063430,K221914430,預訂,2018/1/6,2,5050,1160
0063431,Z123732936,預訂,2018/1/5,1,5050,4120
0063432,K293317761,預訂,2018/1/5,1,5050,4120
0063433,A272841816,預訂,2018/1/6,2,5050,1160
0063434,B194969769,預訂,2018/1/6,2,5050,1160
0063435,M165348988,預訂,2018/1/5,1,5050,4120
0063436,O293118100,預訂,2018/1/5,1,5050,4120
0063437,C125741970,預訂,2018/1/7,3,5050,7160
0063438,E212535864,預訂,2018/1/7,3,5050,7160
0063439,C117624657,預訂,2018/1/7,3,5050,7160
0063440,E154683961,預訂,2018/1/7,3,5050,7160
0063441,N123954325,預訂,2018/1/5,1,5050,4120
0063442,V125110159,預訂,2018/1/5,1,5050,4120
0063443,Z248987073,預訂,2018/1/5,1,5050,4120
0063444,Z106553280,預訂,2018/1/7,3,5050,7160
0063445,V220099317,預訂,2018/1/5,1,5050,4120
0063446,O113264601,預訂,2018/1/6,2,5050,1160
0063713,B184087303,預訂,2018/1/5,1,5050,4120
0063714,Z196185743,預訂,2018/1/6,2,5050,1160
0063715,P250017818,預訂,2018/1/6,2,5050,1160
0063716,B114694816,預訂,2018/1/5,1,5050,4120
0063717,E234701657,預訂,2018/1/5,1,5050,4120
0063718,R203838281,預訂,2018/1/7,3,5050,7160
0063719,B155370282,預訂,2018/1/7,3,5050,7160
0063720,H167354249,預訂,2018/1/7,3,5050,7160
0063721,K192096136,預訂,2018/1/5,1,5050,4120
0063722,V180523903,預訂,2018/1/5,1,5050,4120
0063723,Q190166979,預訂,2018/1/6,2,5050,1160
0063724,Z153117803,預訂,2018/1/7,3,5050,7160
0063725,N287388765,預訂,2018/1/7,3,5050,7160
0063726,H285547860,預訂,2018/1/5,1,5050,4120
0063727,O253022107,預訂,2018/1/5,1,5050,4120
0063728,J240800674,預訂,2018/1/6,2,5050,1160
0063729,S244566170,預訂,2018/1/5,1,5050,4120
0063730,J217337595,預訂,2018/1/5,1,5050,4120
0063731,O260439032,預訂,2018/1/7,3,5050,7160
0063942,R271262100,預訂,2018/1/5,1,5050,4120
0063943,K282374303,預訂,2018/1/5,1,5050,4120
0063944,B261980312,預訂,2018/1/6,2,5050,1160
0063945,H112579634,預訂,2018/1/5,1,5050,4120
0063946,T112705188,預訂,2018/1/7,3,5050,7160
0063947,M264226850,預訂,2018/1/6,2,5050,1160
0063948,P204498896,預訂,2018/1/5,1,5050,4120
0063949,N252960820,預訂,2018/1/5,1,5050,4120
0063950,C265151792,預訂,2018/1/6,2,5050,1160
0063951,S254119316,預訂,2018/1/5,1,5050,4120
0063952,J210697703,預訂,2018/1/5,1,5050,4120
0063953,U140501306,預訂,2018/1/7,3,5050,7160
0063954,P201250625,預訂,2018/1/5,1,5050,4120
0063955,O218511287,預訂,2018/1/6,2,5050,1160
0063956,I134142234,預訂,2018/1/5,1,5050,4120
0063957,H179731872,預訂,2018/1/7,3,5050,7160
0063958,V212286208,預訂,2018/1/7,3,5050,7160
0063959,G276567933,預訂,2018/1/5,1,5050,4120
0063960,T144604272,預訂,2018/1/7,3,5050,7160
0064321,P105140655,預訂,2018/1/7,3,5050,7160
0064322,E289953503,預訂,2018/1/6,2,5050,1160
0064323,F271356788,預訂,2018/1/7,3,5050,7160
0064324,E262208670,預訂,2018/1/7,3,5050,7160
0064325,K159720080,預訂,2018/1/6,2,5050,1160
0064326,H244349420,預訂,2018/1/5,1,5050,4120
0064327,Q103452322,預訂,2018/1/7,3,5050,7160
0064328,D276503203,預訂,2018/1/7,3,5050,7160
0064329,C287550771,預訂,2018/1/5,1,5050,4120
0064330,O152168568,預訂,2018/1/6,2,5050,1160
0064331,L283758867,預訂,2018/1/5,1,5050,4120
0064332,V128102168,預訂,2018/1/6,2,5050,1160
0064333,E186378293,預訂,2018/1/5,1,5050,4120
0064334,S237224229,預訂,2018/1/7,3,5050,7160
0064335,P223789938,預訂,2018/1/5,1,5050,4120
0064336,L176547245,預訂,2018/1/7,3,5050,7160
0064337,U187502876,預訂,2018/1/7,3,5050,7160
0064338,B255609995,預訂,2018/1/5,1,5050,4120
0064339,K223682940,預訂,2018/1/5,1,5050,4120
0063447,Q111099786,預訂,2018/1/6,2,5050,1160
0063448,S259391167,預訂,2018/1/5,1,5050,4120
0063449,D240799395,預訂,2018/1/6,2,5050,1160
0063450,A152645576,預訂,2018/1/6,2,5050,1160
0063451,C230795286,預訂,2018/1/5,1,5050,4120
0063452,J185575550,預訂,2018/1/5,1,5050,4120
0063453,Z295706446,預訂,2018/1/7,3,5050,7160
0063454,B186754218,預訂,2018/1/7,3,5050,7160
0063455,L262734456,預訂,2018/1/6,2,5050,1160
0063456,P250839672,預訂,2018/1/7,3,5050,7160
0063457,T189670125,預訂,2018/1/6,2,5050,1160
0063458,E293359844,預訂,2018/1/7,3,5050,7160
0063459,G273107239,預訂,2018/1/5,1,5050,4120
0063460,O252163798,預訂,2018/1/7,3,5050,7160
0063461,U215325514,預訂,2018/1/5,1,5050,4120
0063462,H232178260,預訂,2018/1/6,2,5050,1160
0063463,T193196463,預訂,2018/1/7,3,5050,7160
0063464,A229958579,預訂,2018/1/5,1,5050,4120
0063465,K293823102,預訂,2018/1/6,2,5050,1160
0063732,S299444389,預訂,2018/1/6,2,5050,1160
0063733,L193273306,預訂,2018/1/5,1,5050,4120
0063734,S204762652,預訂,2018/1/5,1,5050,4120
0063735,R138390523,預訂,2018/1/6,2,5050,1160
0063736,M248261555,預訂,2018/1/6,2,5050,1160
0063737,K270218283,預訂,2018/1/7,3,5050,7160
0063738,K123119075,預訂,2018/1/5,1,5050,4120
0063739,E243227682,預訂,2018/1/7,3,5050,7160
0063740,T142474061,預訂,2018/1/6,2,5050,1160
0063741,I221910846,預訂,2018/1/6,2,5050,1160
0063742,V291677094,預訂,2018/1/5,1,5050,4120
0063743,E162652372,預訂,2018/1/7,3,5050,7160
0063744,A188337410,預訂,2018/1/7,3,5050,7160
0063745,K170504559,預訂,2018/1/6,2,5050,1160
0063746,J155749186,預訂,2018/1/5,1,5050,4120
0063747,G190180918,預訂,2018/1/6,2,5050,1160
0063748,U241986289,預訂,2018/1/5,1,5050,4120
0063749,A180402303,預訂,2018/1/5,1,5050,4120
0063750,U233995372,預訂,2018/1/6,2,5050,1160
0063961,G273239085,預訂,2018/1/5,1,5050,4120
0063962,T207352024,預訂,2018/1/5,1,5050,4120
0063963,A136715699,預訂,2018/1/7,3,5050,7160
0063964,B140355175,預訂,2018/1/5,1,5050,4120
0063965,A246731134,預訂,2018/1/7,3,5050,7160
0063966,N128636475,預訂,2018/1/6,2,5050,1160
0063967,I121803255,預訂,2018/1/6,2,5050,1160
0063968,B103660180,預訂,2018/1/5,1,5050,4120
0063969,G228608683,預訂,2018/1/5,1,5050,4120
0063970,O114632701,預訂,2018/1/5,1,5050,4120
0063971,T237987151,預訂,2018/1/7,3,5050,7160
0063972,H120018113,預訂,2018/1/5,1,5050,4120
0063973,A182168171,預訂,2018/1/7,3,5050,7160
0063974,L127817894,預訂,2018/1/6,2,5050,1160
0063975,K178956528,預訂,2018/1/5,1,5050,4120
0063976,D160774383,預訂,2018/1/5,1,5050,4120
0063977,D267619369,預訂,2018/1/7,3,5050,7160
0063978,A127599847,預訂,2018/1/7,3,5050,7160
0063979,L107330681,預訂,2018/1/6,2,5050,1160
0064340,K142552438,預訂,2018/1/6,2,5050,1160
0064341,M165580762,預訂,2018/1/7,3,5050,7160
0064342,Z123582936,預訂,2018/1/6,2,5050,1160
0064343,T122112837,預訂,2018/1/6,2,5050,1160
0064344,N149429658,預訂,2018/1/7,3,5050,7160
0064345,H226435816,預訂,2018/1/7,3,5050,7160
0064346,J137919395,預訂,2018/1/7,3,5050,7160
0064347,L215666941,預訂,2018/1/7,3,5050,7160
0064348,G133371244,預訂,2018/1/5,1,5050,4120
0064349,I122473260,預訂,2018/1/5,1,5050,4120
0064350,T145325065,預訂,2018/1/6,2,5050,1160
0064351,O253531021,預訂,2018/1/7,3,5050,7160
0064352,J192840786,預訂,2018/1/7,3,5050,7160
0064353,R136831530,預訂,2018/1/6,2,5050,1160
0064354,V191809950,預訂,2018/1/6,2,5050,1160
0064355,P178958687,預訂,2018/1/6,2,5050,1160
0064356,A274083929,預訂,2018/1/6,2,5050,1160
0064357,U171550820,預訂,2018/1/5,1,5050,4120
0064358,O114259417,預訂,2018/1/7,3,5050,7160
0063466,A199266315,預訂,2018/1/7,3,5050,7160
0063467,L162306272,預訂,2018/1/7,3,5050,7160
0063468,N244321597,預訂,2018/1/5,1,5050,4120
0063469,J214635487,預訂,2018/1/7,3,5050,7160
0063470,O282917562,預訂,2018/1/6,2,5050,1160
0063471,G247767349,預訂,2018/1/6,2,5050,1160
0063472,B179600223,預訂,2018/1/6,2,5050,1160
0063473,T298043996,預訂,2018/1/5,1,5050,4120
0063474,N227761337,預訂,2018/1/6,2,5050,1160
0063475,C183223600,預訂,2018/1/5,1,5050,4120
0063476,L226820380,預訂,2018/1/5,1,5050,4120
0063477,U202367624,預訂,2018/1/6,2,5050,1160
0063478,M256335788,預訂,2018/1/6,2,5050,1160
0063479,O160120705,預訂,2018/1/6,2,5050,1160
0063480,N294426958,預訂,2018/1/5,1,5050,4120
0063481,B157112911,預訂,2018/1/6,2,5050,1160
0063482,G197535091,預訂,2018/1/7,3,5050,7160
0063483,V228158340,預訂,2018/1/5,1,5050,4120
0063484,L181486204,預訂,2018/1/5,1,5050,4120
0063751,P211166989,預訂,2018/1/7,3,5050,7160
0063752,D146068128,預訂,2018/1/7,3,5050,7160
0063753,P289123861,預訂,2018/1/6,2,5050,1160
0063754,T267982379,預訂,2018/1/5,1,5050,4120
0063755,Q256954599,預訂,2018/1/5,1,5050,4120
0063756,Q288308307,預訂,2018/1/7,3,5050,7160
0063757,F285680386,預訂,2018/1/6,2,5050,1160
0063758,H185362178,預訂,2018/1/6,2,5050,1160
0063759,U255772613,預訂,2018/1/7,3,5050,7160
0063760,R196751688,預訂,2018/1/7,3,5050,7160
0063761,H255506486,預訂,2018/1/6,2,5050,1160
0063762,I206454687,預訂,2018/1/6,2,5050,1160
0063763,G288940380,預訂,2018/1/7,3,5050,7160
0063764,F171070478,預訂,2018/1/7,3,5050,7160
0063765,L133482889,預訂,2018/1/6,2,5050,1160
0063766,R294984332,預訂,2018/1/7,3,5050,7160
0063767,C194494651,預訂,2018/1/6,2,5050,1160
0063768,G199021474,預訂,2018/1/7,3,5050,7160
0063769,V144625657,預訂,2018/1/7,3,5050,7160
0063980,I209132259,預訂,2018/1/7,3,5050,7160
0063981,K170994759,預訂,2018/1/5,1,5050,4120
0063982,G253708249,預訂,2018/1/5,1,5050,4120
0063983,N266592732,預訂,2018/1/5,1,5050,4120
0063984,J186324486,預訂,2018/1/7,3,5050,7160
0063985,F227303599,預訂,2018/1/5,1,5050,4120
0063986,O289891481,預訂,2018/1/5,1,5050,4120
0063987,R154333653,預訂,2018/1/6,2,5050,1160
0063988,T116727528,預訂,2018/1/7,3,5050,7160
0063989,V161646543,預訂,2018/1/5,1,5050,4120
0063990,B236414118,預訂,2018/1/7,3,5050,7160
0063991,Z164651807,預訂,2018/1/5,1,5050,4120
0063992,C183577238,預訂,2018/1/6,2,5050,1160
0063993,L237977925,預訂,2018/1/5,1,5050,4120
0063994,U168309757,預訂,2018/1/7,3,5050,7160
0063995,Q294618056,預訂,2018/1/7,3,5050,7160
0063996,Z212210672,預訂,2018/1/7,3,5050,7160
0063997,E129793758,預訂,2018/1/5,1,5050,4120
0063998,S283616842,預訂,2018/1/6,2,5050,1160
0064359,A222039606,預訂,2018/1/7,3,5050,7160
0064360,G262587918,預訂,2018/1/6,2,5050,1160
0064361,R286833406,預訂,2018/1/6,2,5050,1160
0064362,M247875788,預訂,2018/1/6,2,5050,1160
0064363,G273353964,預訂,2018/1/5,1,5050,4120
0064364,U209153477,預訂,2018/1/6,2,5050,1160
0064365,R175393515,預訂,2018/1/6,2,5050,1160
0064366,E259485190,預訂,2018/1/6,2,5050,1160
0064367,U162337855,預訂,2018/1/7,3,5050,7160
0064368,M274014684,預訂,2018/1/6,2,5050,1160
0064369,P206365989,預訂,2018/1/6,2,5050,1160
0064370,L164486559,預訂,2018/1/6,2,5050,1160
0064371,V110331780,預訂,2018/1/7,3,5050,7160
0064372,F288635954,預訂,2018/1/7,3,5050,7160
0064373,K166104130,預訂,2018/1/7,3,5050,7160
0064374,S265481832,預訂,2018/1/7,3,5050,7160
0064375,T199265654,預訂,2018/1/5,1,5050,4120
0064376,J160400267,預訂,2018/1/7,3,5050,7160
0064377,V230443845,預訂,2018/1/7,3,5050,7160
0062973,B103017670,預訂,2018/1/6,2,5050,1160
0062974,I176934410,預訂,2018/1/6,2,5050,1160
0062975,C123680732,預訂,2018/1/6,2,5050,1160
0062976,Q114669539,預訂,2018/1/5,1,5050,4120
0062977,M109032241,預訂,2018/1/5,1,5050,4120
0062978,F181194305,預訂,2018/1/5,1,5050,4120
0062979,O135846161,預訂,2018/1/5,1,5050,4120
0062980,S199848116,預訂,2018/1/5,1,5050,4120
0062981,D181055338,預訂,2018/1/5,1,5050,4120
0062982,M100774775,預訂,2018/1/7,3,5050,7160
0062983,O203645589,預訂,2018/1/7,3,5050,7160
0062984,F285505879,預訂,2018/1/5,1,5050,4120
0062985,O207253256,預訂,2018/1/5,1,5050,4120
0062986,Z228300365,預訂,2018/1/5,1,5050,4120
0062987,P269376731,預訂,2018/1/7,3,5050,7160
0062988,Z170474218,預訂,2018/1/5,1,5050,4120
0062989,R117790881,預訂,2018/1/7,3,5050,7160
0062990,E221012294,預訂,2018/1/5,1,5050,4120
0062991,C295491852,預訂,2018/1/7,3,5050,7160
0062053,P247629822,預訂,2018/1/7,3,5050,7160
0062054,A195870966,預訂,2018/1/7,3,5050,7160
0062055,C274129164,預訂,2018/1/6,2,5050,1160
0062056,P255182641,預訂,2018/1/7,3,5050,7160
0062057,D195955896,預訂,2018/1/7,3,5050,7160
0062058,S168842139,預訂,2018/1/7,3,5050,7160
0062059,H104614179,預訂,2018/1/6,2,5050,1160
0062060,E210061987,預訂,2018/1/7,3,5050,7160
0062061,J133006057,預訂,2018/1/6,2,5050,1160
0062062,F250314584,預訂,2018/1/6,2,5050,1160
0062063,J293448895,預訂,2018/1/6,2,5050,1160
0062064,U185934343,預訂,2018/1/5,1,5050,4120
0062065,V258025925,預訂,2018/1/5,1,5050,4120
0062066,D133624738,預訂,2018/1/7,3,5050,7160
0062067,L165634639,預訂,2018/1/5,1,5050,4120
0062068,C153593279,預訂,2018/1/7,3,5050,7160
0062069,Z194187990,預訂,2018/1/7,3,5050,7160
0062070,T266655775,預訂,2018/1/5,1,5050,4120
0062071,C278654524,預訂,2018/1/6,2,5050,1160
0062365,L273341510,預訂,2018/1/5,1,5050,4120
0062366,P127050267,預訂,2018/1/5,1,5050,4120
0062367,B145596372,預訂,2018/1/6,2,5050,1160
0062368,O214100297,預訂,2018/1/6,2,5050,1160
0062369,T194134967,預訂,2018/1/5,1,5050,4120
0062370,N287237987,預訂,2018/1/7,3,5050,7160
0062371,P200789234,預訂,2018/1/5,1,5050,4120
0062372,I146099042,預訂,2018/1/6,2,5050,1160
0062373,G179668891,預訂,2018/1/5,1,5050,4120
0062374,P207235891,預訂,2018/1/6,2,5050,1160
0062375,K242387988,預訂,2018/1/5,1,5050,4120
0062376,O159949516,預訂,2018/1/5,1,5050,4120
0062377,C113819436,預訂,2018/1/6,2,5050,1160
0062378,N252946795,預訂,2018/1/7,3,5050,7160
0062379,V101148151,預訂,2018/1/5,1,5050,4120
0062380,L284397779,預訂,2018/1/5,1,5050,4120
0062381,D271161018,預訂,2018/1/7,3,5050,7160
0062382,R240764839,預訂,2018/1/6,2,5050,1160
0062383,J120303798,預訂,2018/1/5,1,5050,4120
0062669,R134994785,預訂,2018/1/5,1,5050,4120
0062670,H187947053,預訂,2018/1/6,2,5050,1160
0062671,P144886672,預訂,2018/1/6,2,5050,1160
0062672,O114281544,預訂,2018/1/7,3,5050,7160
0062673,G254580307,預訂,2018/1/5,1,5050,4120
0062674,Z236075942,預訂,2018/1/7,3,5050,7160
0062675,G250750714,預訂,2018/1/6,2,5050,1160
0062676,E296715013,預訂,2018/1/6,2,5050,1160
0062677,Z217147110,預訂,2018/1/5,1,5050,4120
0062678,L155421479,預訂,2018/1/7,3,5050,7160
0062679,S185306543,預訂,2018/1/6,2,5050,1160
0062680,D142449270,預訂,2018/1/7,3,5050,7160
0062681,V100742557,預訂,2018/1/6,2,5050,1160
0062682,B129485070,預訂,2018/1/5,1,5050,4120
0062683,D177619539,預訂,2018/1/7,3,5050,7160
0062684,G262096967,預訂,2018/1/6,2,5050,1160
0062685,G260315076,預訂,2018/1/6,2,5050,1160
0062686,E279971777,預訂,2018/1/6,2,5050,1160
0062687,H289297165,預訂,2018/1/5,1,5050,4120
0062992,O219443108,預訂,2018/1/5,1,5050,4120
0063107,P112135940,預訂,2018/1/6,2,5050,1160
0063108,H134868854,預訂,2018/1/6,2,5050,1160
0063109,T293860924,預訂,2018/1/5,1,5050,4120
0063110,A246668243,預訂,2018/1/5,1,5050,4120
0063111,D299901403,預訂,2018/1/5,1,5050,4120
0063112,B261415936,預訂,2018/1/6,2,5050,1160
0063113,R299422631,預訂,2018/1/6,2,5050,1160
0063114,S251936397,預訂,2018/1/7,3,5050,7160
0063115,M115018533,預訂,2018/1/7,3,5050,7160
0063116,I156054484,預訂,2018/1/7,3,5050,7160
0063117,F298662016,預訂,2018/1/7,3,5050,7160
0063118,Q193844532,預訂,2018/1/7,3,5050,7160
0063119,A198779840,預訂,2018/1/5,1,5050,4120
0063120,M163277379,預訂,2018/1/5,1,5050,4120
0063121,F246969599,預訂,2018/1/5,1,5050,4120
0063122,J194864800,預訂,2018/1/5,1,5050,4120
0063123,U287865138,預訂,2018/1/5,1,5050,4120
0063124,M178520510,預訂,2018/1/6,2,5050,1160
0062072,V216619794,預訂,2018/1/7,3,5050,7160
0062073,V210775793,預訂,2018/1/6,2,5050,1160
0062074,G129666132,預訂,2018/1/5,1,5050,4120
0062075,C247599678,預訂,2018/1/7,3,5050,7160
0062076,F261909213,預訂,2018/1/5,1,5050,4120
0062077,S261593493,預訂,2018/1/5,1,5050,4120
0062078,G203770339,預訂,2018/1/6,2,5050,1160
0062079,K186086508,預訂,2018/1/5,1,5050,4120
0062080,E179608946,預訂,2018/1/5,1,5050,4120
0062081,N150288878,預訂,2018/1/6,2,5050,1160
0062082,D281444631,預訂,2018/1/5,1,5050,4120
0062083,B181261950,預訂,2018/1/6,2,5050,1160
0062084,K209588007,預訂,2018/1/6,2,5050,1160
0062085,G129498965,預訂,2018/1/6,2,5050,1160
0062086,A275411507,預訂,2018/1/6,2,5050,1160
0062087,A162026912,預訂,2018/1/6,2,5050,1160
0062088,S245043112,預訂,2018/1/7,3,5050,7160
0062089,C234867014,預訂,2018/1/7,3,5050,7160
0062090,B182152263,預訂,2018/1/6,2,5050,1160
0062384,A189983238,預訂,2018/1/7,3,5050,7160
0062385,F266289574,預訂,2018/1/5,1,5050,4120
0062386,D237871100,預訂,2018/1/6,2,5050,1160
0062387,T122375610,預訂,2018/1/5,1,5050,4120
0062388,V140429917,預訂,2018/1/5,1,5050,4120
0062389,A248375009,預訂,2018/1/6,2,5050,1160
0062390,E219733760,預訂,2018/1/7,3,5050,7160
0062391,G178391551,預訂,2018/1/5,1,5050,4120
0062392,C289610690,預訂,2018/1/7,3,5050,7160
0062393,J154039976,預訂,2018/1/7,3,5050,7160
0062394,I176378369,預訂,2018/1/7,3,5050,7160
0062395,J142076969,預訂,2018/1/5,1,5050,4120
0062396,Z189456406,預訂,2018/1/5,1,5050,4120
0062397,S137733356,預訂,2018/1/6,2,5050,1160
0062398,V234926872,預訂,2018/1/6,2,5050,1160
0062399,Q190777212,預訂,2018/1/6,2,5050,1160
0062400,J227729569,預訂,2018/1/7,3,5050,7160
0062401,R242598628,預訂,2018/1/5,1,5050,4120
0062402,N218212170,預訂,2018/1/7,3,5050,7160
0062688,A205247640,預訂,2018/1/6,2,5050,1160
0062689,R162952386,預訂,2018/1/6,2,5050,1160
0062690,E104021144,預訂,2018/1/5,1,5050,4120
0062691,V214693774,預訂,2018/1/6,2,5050,1160
0062692,Z237807519,預訂,2018/1/6,2,5050,1160
0062693,D290346906,預訂,2018/1/7,3,5050,7160
0062694,M260300300,預訂,2018/1/5,1,5050,4120
0062695,S248731673,預訂,2018/1/6,2,5050,1160
0062696,Z235523341,預訂,2018/1/5,1,5050,4120
0062697,S241204593,預訂,2018/1/5,1,5050,4120
0062698,R206904139,預訂,2018/1/6,2,5050,1160
0062699,R157182372,預訂,2018/1/7,3,5050,7160
0062700,J294716463,預訂,2018/1/7,3,5050,7160
0062701,D237352173,預訂,2018/1/6,2,5050,1160
0062702,A213341353,預訂,2018/1/7,3,5050,7160
0062703,P204063204,預訂,2018/1/6,2,5050,1160
0062704,O117006052,預訂,2018/1/7,3,5050,7160
0062705,P179073610,預訂,2018/1/7,3,5050,7160
0062706,U213172711,預訂,2018/1/7,3,5050,7160
0063125,I176674286,預訂,2018/1/5,1,5050,4120
0063202,U215506466,預訂,2018/1/6,2,5050,1160
0063203,I178723504,預訂,2018/1/5,1,5050,4120
0063204,J258404006,預訂,2018/1/5,1,5050,4120
0063205,I281750384,預訂,2018/1/5,1,5050,4120
0063206,U147311300,預訂,2018/1/5,1,5050,4120
0063207,J160119798,預訂,2018/1/5,1,5050,4120
0063208,F134087866,預訂,2018/1/5,1,5050,4120
0063209,E139310814,預訂,2018/1/5,1,5050,4120
0063210,Q108858673,預訂,2018/1/5,1,5050,4120
0063211,O295989572,預訂,2018/1/7,3,5050,7160
0063212,D202595688,預訂,2018/1/5,1,5050,4120
0063213,V155055787,預訂,2018/1/7,3,5050,7160
0063214,R175346552,預訂,2018/1/6,2,5050,1160
0063215,J198814682,預訂,2018/1/5,1,5050,4120
0063216,I238191495,預訂,2018/1/5,1,5050,4120
0063217,G160349178,預訂,2018/1/5,1,5050,4120
0063218,G111282935,預訂,2018/1/6,2,5050,1160
0063219,Z233209795,預訂,2018/1/6,2,5050,1160
0062091,Z230398802,預訂,2018/1/7,3,5050,7160
0062092,H256772813,預訂,2018/1/6,2,5050,1160
0062093,K288688511,預訂,2018/1/6,2,5050,1160
0062094,F175737652,預訂,2018/1/6,2,5050,1160
0062095,U192973065,預訂,2018/1/6,2,5050,1160
0062096,Z247409169,預訂,2018/1/5,1,5050,4120
0062097,K261229545,預訂,2018/1/6,2,5050,1160
0062098,C132322172,預訂,2018/1/5,1,5050,4120
0062099,D150286303,預訂,2018/1/6,2,5050,1160
0062100,Z156581958,預訂,2018/1/7,3,5050,7160
0062101,D212856581,預訂,2018/1/5,1,5050,4120
