訂票代碼,客戶證號,訂單狀態,乘車日期,訂票張數,起站,迄站
0090777,D203229147,網路付款未取票,2018/04/09,3,1040,6000
0090778,L134748859,網路付款未取票,2018/04/07,1,5050,4440
0090779,V242313852,網路付款未取票,2018/04/08,2,5050,1160
0090780,O203966127,網路付款未取票,2018/04/09,3,1020,6050
0090781,V164198624,網路付款未取票,2018/04/09,3,1040,6000
0090538,N107131000,網路付款未取票,2018/04/09,3,5050,3390
0090539,M248961498,網路付款未取票,2018/04/07,1,5050,4120
0090540,Z283882931,網路付款未取票,2018/04/08,2,1020,6220
0090541,M134876868,網路付款未取票,2018/04/08,2,1040,6110
0090542,F190467106,網路付款未取票,2018/04/08,2,5050,4220
0090543,T276441201,網路付款未取票,2018/04/07,1,5050,4120
0090544,B190825935,網路付款未取票,2018/04/08,2,1020,6220
0090545,N181222533,網路付款未取票,2018/04/08,2,1040,6110
0090546,P208212543,網路付款未取票,2018/04/09,3,5050,3390
0090547,K269196543,網路付款未取票,2018/04/09,3,5050,7160
0090718,J256885745,網路付款未取票,2018/04/07,1,5050,4440
0090719,M190120390,網路付款未取票,2018/04/09,3,5050,7160
0090720,B259766268,網路付款未取票,2018/04/08,2,1020,6220
0090721,M239029905,網路付款未取票,2018/04/07,1,1040,1000
0090722,N246995693,網路付款未取票,2018/04/07,1,5050,4440
0090723,Z128590072,網路付款未取票,2018/04/09,3,5050,7160
0090724,R229673575,網路付款未取票,2018/04/07,1,1020,7190
0090725,H270970508,網路付款未取票,2018/04/09,3,1040,6000
0090758,J272461549,網路付款未取票,2018/04/09,3,5050,3390
0090759,O276990082,網路付款未取票,2018/04/08,2,5050,1160
0090760,L134466969,網路付款未取票,2018/04/09,3,1020,6050
0090761,A175644317,網路付款未取票,2018/04/07,1,1040,1000
0090762,P236412606,網路付款未取票,2018/04/07,1,5050,4440
0090763,I144815422,網路付款未取票,2018/04/08,2,5050,1160
0090764,P172144241,網路付款未取票,2018/04/08,2,1020,6220
0090548,V134018702,網路付款未取票,2018/04/08,2,1020,6220
0090549,J168176428,網路付款未取票,2018/04/09,3,1040,6000
0090550,M293506027,網路付款未取票,2018/04/09,3,5050,3390
0090551,A284504677,網路付款未取票,2018/04/08,2,5050,1160
0090552,I177706947,網路付款未取票,2018/04/09,3,1020,6050
0090553,R142011151,網路付款未取票,2018/04/07,1,1040,1000
0090554,A266591421,網路付款未取票,2018/04/09,3,5050,3390
0090555,V256670306,網路付款未取票,2018/04/08,2,5050,1160
0090556,Z181761740,網路付款未取票,2018/04/07,1,1020,7190
0090557,G227303938,網路付款未取票,2018/04/09,3,1040,6000
0090558,O203218831,網路付款未取票,2018/04/07,1,5050,4440
0090559,Q160592381,網路付款未取票,2018/04/08,2,5050,1160
0090560,O276348971,網路付款未取票,2018/04/07,1,1020,7190
0090561,P224803142,網路付款未取票,2018/04/08,2,1040,6110
0090562,T196681450,網路付款未取票,2018/04/07,1,5050,4440
0090563,J144777441,網路付款未取票,2018/04/07,1,5050,4120
0090564,L203768332,網路付款未取票,2018/04/08,2,1020,6220
0090565,V115194081,網路付款未取票,2018/04/08,2,1040,6110
0090566,A135457303,網路付款未取票,2018/04/07,1,5050,4440
0090567,H122066493,網路付款未取票,2018/04/07,1,5050,4120
0090568,F128679492,網路付款未取票,2018/04/07,1,1020,7190
0090569,E184747165,網路付款未取票,2018/04/07,1,1040,1000
0090570,V154758887,網路付款未取票,2018/04/07,1,5050,4440
0090571,T152578727,網路付款未取票,2018/04/08,2,5050,1160
0090572,V239495569,網路付款未取票,2018/04/09,3,1020,6050
0090603,O136077437,網路付款未取票,2018/04/08,2,5050,1160
0090604,B125504618,網路付款未取票,2018/04/08,2,1020,6220
0090605,J196814175,網路付款未取票,2018/04/09,3,1040,6000
0090606,U270659773,網路付款未取票,2018/04/09,3,5050,3390
0090607,R262878065,網路付款未取票,2018/04/09,3,5050,7160
0090608,I191648184,網路付款未取票,2018/04/09,3,1020,6050
0090609,P137134574,網路付款未取票,2018/04/09,3,1040,6000
0090610,J252224620,網路付款未取票,2018/04/07,1,5050,4440
0090611,K133993752,網路付款未取票,2018/04/09,3,5050,7160
0090612,L130683320,網路付款未取票,2018/04/09,3,1020,6050
0090613,H135072227,網路付款未取票,2018/04/09,3,1040,6000
0090614,R145309550,網路付款未取票,2018/04/08,2,5050,4220
0090663,H285822028,網路付款未取票,2018/04/09,3,5050,7160
0090664,K272837277,網路付款未取票,2018/04/07,1,1020,7190
0090665,M262000161,網路付款未取票,2018/04/08,2,1040,6110
0090666,D171617988,網路付款未取票,2018/04/08,2,5050,4220
0090667,S225029616,網路付款未取票,2018/04/09,3,5050,7160
0090668,A228567289,網路付款未取票,2018/04/07,1,1020,7190
0090669,A211971933,網路付款未取票,2018/04/07,1,1040,1000
0090670,A268671922,網路付款未取票,2018/04/09,3,5050,3390
0090671,N156734182,網路付款未取票,2018/04/07,1,5050,4120
0090573,V126517429,網路付款未取票,2018/04/07,1,1040,1000
0090574,N298452847,網路付款未取票,2018/04/07,1,5050,4440
0090575,I216127044,網路付款未取票,2018/04/07,1,5050,4120
0090576,M288843200,網路付款未取票,2018/04/07,1,1020,7190
0090577,U205670824,網路付款未取票,2018/04/07,1,1040,1000
0090578,J266154837,網路付款未取票,2018/04/08,2,5050,4220
0090579,F293533163,網路付款未取票,2018/04/09,3,5050,7160
0090580,T212596289,網路付款未取票,2018/04/07,1,1020,7190
0090581,D102453861,網路付款未取票,2018/04/08,2,1040,6110
0090582,Z183512914,網路付款未取票,2018/04/09,3,5050,3390
0090583,B293381414,網路付款未取票,2018/04/07,1,5050,4120
0090584,F179665871,網路付款未取票,2018/04/07,1,1020,7190
0090585,Q177958184,網路付款未取票,2018/04/09,3,1040,6000
0090586,G284753158,網路付款未取票,2018/04/08,2,5050,4220
0090587,M152765386,網路付款未取票,2018/04/07,1,5050,4120
0090588,T142631128,網路付款未取票,2018/04/08,2,1020,6220
0090589,O112148877,網路付款未取票,2018/04/08,2,1040,6110
0090590,Z158226843,網路付款未取票,2018/04/09,3,5050,3390
0090615,Q231088110,網路付款未取票,2018/04/08,2,5050,1160
0090616,P280776722,網路付款未取票,2018/04/07,1,1020,7190
0090617,S103346803,網路付款未取票,2018/04/08,2,1040,6110
0090618,V251923740,網路付款未取票,2018/04/08,2,5050,4220
0090619,M151113520,網路付款未取票,2018/04/09,3,5050,7160
0090620,U151402234,網路付款未取票,2018/04/07,1,1020,7190
0090621,G135369028,網路付款未取票,2018/04/08,2,1040,6110
0090622,Z258405186,網路付款未取票,2018/04/09,3,5050,3390
0090623,H253151161,網路付款未取票,2018/04/08,2,5050,1160
0090624,O215932971,網路付款未取票,2018/04/09,3,1020,6050
0089250,P291150903,網路付款未取票,2018/04/08,2,5050,4220
0089251,S254037640,網路付款未取票,2018/04/09,3,5050,7160
0089252,R281422341,網路付款未取票,2018/04/09,3,1020,6050
0089253,L173913998,網路付款未取票,2018/04/09,3,1040,6000
0089254,C195809521,網路付款未取票,2018/04/09,3,5050,3390
0089255,U109143059,網路付款未取票,2018/04/09,3,5050,7160
0089256,N261325802,網路付款未取票,2018/04/07,1,1020,7190
0089257,B200484555,網路付款未取票,2018/04/08,2,1040,6110
0089258,R206386819,網路付款未取票,2018/04/07,1,5050,4440
0089057,K255595654,網路付款未取票,2018/04/09,3,1040,6000
0089058,O196576415,網路付款未取票,2018/04/09,3,5050,3390
0089059,D141519255,網路付款未取票,2018/04/07,1,5050,4120
0089060,O100018051,網路付款未取票,2018/04/08,2,1020,6220
0089061,N244628699,網路付款未取票,2018/04/07,1,1040,1000
0089062,R299599986,網路付款未取票,2018/04/07,1,5050,4440
0089063,V110712409,網路付款未取票,2018/04/08,2,5050,1160
0089064,Q288271716,網路付款未取票,2018/04/09,3,1020,6050
0089065,H293494476,網路付款未取票,2018/04/09,3,1040,6000
0089066,K235142460,網路付款未取票,2018/04/09,3,5050,3390
0089067,Q163585986,網路付款未取票,2018/04/09,3,5050,7160
0089068,L272139016,網路付款未取票,2018/04/09,3,1020,6050
0089069,R207636130,網路付款未取票,2018/04/08,2,1040,6110
0089070,V216928985,網路付款未取票,2018/04/09,3,5050,3390
0089071,J289835880,網路付款未取票,2018/04/09,3,5050,7160
0089072,Q276735858,網路付款未取票,2018/04/09,3,1020,6050
0089073,J294165699,網路付款未取票,2018/04/07,1,1040,1000
0089074,H115123125,網路付款未取票,2018/04/07,1,5050,4440
0089259,V184071704,網路付款未取票,2018/04/07,1,5050,4120
0089260,J231504767,網路付款未取票,2018/04/09,3,1020,6050
0089261,E148436858,網路付款未取票,2018/04/09,3,1040,6000
0089262,T219283365,網路付款未取票,2018/04/08,2,5050,4220
0089263,Q264209496,網路付款未取票,2018/04/08,2,5050,1160
0089264,H225653847,網路付款未取票,2018/04/08,2,1020,6220
0089265,J296703197,網路付款未取票,2018/04/08,2,1040,6110
0089266,N265735108,網路付款未取票,2018/04/07,1,5050,4440
0089267,N190653804,網路付款未取票,2018/04/07,1,5050,4120
0089268,T173207910,網路付款未取票,2018/04/07,1,1020,7190
0089269,P153733068,網路付款未取票,2018/04/07,1,1040,1000
0089270,M257132254,網路付款未取票,2018/04/08,2,5050,4220
0089271,Q234679373,網路付款未取票,2018/04/07,1,5050,4120
0089272,H142631745,網路付款未取票,2018/04/08,2,1020,6220
0089075,L145277898,網路付款未取票,2018/04/09,3,5050,7160
0089076,C109329778,網路付款未取票,2018/04/08,2,1020,6220
0089077,E276722870,網路付款未取票,2018/04/07,1,1040,1000
0089078,O177383114,網路付款未取票,2018/04/08,2,5050,4220
0089079,J207890441,網路付款未取票,2018/04/08,2,5050,1160
0089080,P278326445,網路付款未取票,2018/04/08,2,1020,6220
0089081,P282658576,網路付款未取票,2018/04/09,3,1040,6000
0089082,Z116310359,網路付款未取票,2018/04/09,3,5050,3390
0089083,Q154604816,網路付款未取票,2018/04/08,2,5050,1160
0089084,V266363603,網路付款未取票,2018/04/09,3,1020,6050
0089085,K264394129,網路付款未取票,2018/04/07,1,1040,1000
0089086,U252889997,網路付款未取票,2018/04/09,3,5050,3390
0089087,J113787346,網路付款未取票,2018/04/09,3,5050,7160
0089088,J286118159,網路付款未取票,2018/04/08,2,1020,6220
0089089,O111492812,網路付款未取票,2018/04/08,2,1040,6110
0089090,A101875342,網路付款未取票,2018/04/09,3,5050,3390
0089091,A281234605,網路付款未取票,2018/04/09,3,5050,7160
0089092,S294572146,網路付款未取票,2018/04/08,2,1020,6220
0089273,G186414974,網路付款未取票,2018/04/09,3,1040,6000
0089274,B259783278,網路付款未取票,2018/04/08,2,5050,4220
0089275,M147992620,網路付款未取票,2018/04/08,2,5050,1160
0089276,V176664704,網路付款未取票,2018/04/09,3,1020,6050
0089277,P189900151,網路付款未取票,2018/04/08,2,1040,6110
0089278,S132760817,網路付款未取票,2018/04/07,1,5050,4440
0089279,B237667284,網路付款未取票,2018/04/09,3,5050,7160
0089280,N194632310,網路付款未取票,2018/04/09,3,1020,6050
0089281,F255415817,網路付款未取票,2018/04/08,2,1040,6110
0089282,K200437143,網路付款未取票,2018/04/07,1,5050,4440
0089283,K178337809,網路付款未取票,2018/04/07,1,5050,4120
0089284,O178565576,網路付款未取票,2018/04/08,2,1020,6220
0089285,J258163984,網路付款未取票,2018/04/09,3,1040,6000
0089286,F167329477,網路付款未取票,2018/04/09,3,5050,3390
0089287,M224022118,網路付款未取票,2018/04/07,1,5050,4120
0089288,S192310986,網路付款未取票,2018/04/09,3,1020,6050
0088946,E180864272,網路付款未取票,2018/04/08,2,5050,4220
0088947,Q222668351,網路付款未取票,2018/04/08,2,5050,1160
0088948,D175440625,網路付款未取票,2018/04/07,1,1020,7190
0088949,T257623309,網路付款未取票,2018/04/09,3,1040,6000
0088950,T117866506,網路付款未取票,2018/04/07,1,5050,4440
0088951,E192347900,網路付款未取票,2018/04/09,3,5050,7160
0088952,A219394643,網路付款未取票,2018/04/08,2,1020,6220
0088953,E131094288,網路付款未取票,2018/04/07,1,1040,1000
0088954,K178480823,網路付款未取票,2018/04/08,2,5050,4220
0088955,B246163717,網路付款未取票,2018/04/09,3,5050,7160
0088956,L268753697,網路付款未取票,2018/04/08,2,1020,6220
0088957,N256023971,網路付款未取票,2018/04/09,3,1040,6000
0088958,T159936094,網路付款未取票,2018/04/08,2,5050,4220
0089093,H299062727,網路付款未取票,2018/04/07,1,1040,1000
0089094,R133134043,網路付款未取票,2018/04/08,2,5050,4220
0089095,P276008499,網路付款未取票,2018/04/09,3,5050,7160
0089096,U107205038,網路付款未取票,2018/04/09,3,1020,6050
0089097,L146176809,網路付款未取票,2018/04/08,2,1040,6110
0089098,N199311227,網路付款未取票,2018/04/08,2,5050,4220
0089099,B261611214,網路付款未取票,2018/04/07,1,5050,4120
0089100,C253240908,網路付款未取票,2018/04/09,3,1020,6050
0089101,R181976511,網路付款未取票,2018/04/07,1,1040,1000
0089102,S252202416,網路付款未取票,2018/04/08,2,5050,4220
0089103,V106136320,網路付款未取票,2018/04/08,2,5050,1160
0089104,I139553255,網路付款未取票,2018/04/07,1,1020,7190
0089289,I296981766,網路付款未取票,2018/04/08,2,1040,6110
0089290,J105409995,網路付款未取票,2018/04/09,3,5050,3390
0089291,P206069231,網路付款未取票,2018/04/08,2,5050,1160
0089292,C190845456,網路付款未取票,2018/04/07,1,1020,7190
0089293,N147258722,網路付款未取票,2018/04/09,3,1040,6000
0089294,K266314530,網路付款未取票,2018/04/07,1,5050,4440
0089295,R251961308,網路付款未取票,2018/04/07,1,5050,4120
0089296,M256067472,網路付款未取票,2018/04/07,1,1020,7190
0089297,U195278816,網路付款未取票,2018/04/08,2,1040,6110
0089298,D187156067,網路付款未取票,2018/04/07,1,5050,4440
0089299,H131540439,網路付款未取票,2018/04/09,3,5050,7160
0089300,T102783830,網路付款未取票,2018/04/08,2,1020,6220
0089301,Q250611488,網路付款未取票,2018/04/09,3,1040,6000
0089302,D256076036,網路付款未取票,2018/04/08,2,5050,4220
0089303,O196174902,網路付款未取票,2018/04/09,3,5050,7160
0089304,R111642402,網路付款未取票,2018/04/07,1,1020,7190
0089305,S212408934,網路付款未取票,2018/04/08,2,1040,6110
0089306,L217548508,網路付款未取票,2018/04/08,2,5050,4220
0088959,D267330407,網路付款未取票,2018/04/07,1,5050,4120
0088960,H271236078,網路付款未取票,2018/04/08,2,1020,6220
0088961,V185123805,網路付款未取票,2018/04/07,1,1040,1000
0088962,S133854158,網路付款未取票,2018/04/07,1,5050,4440
0088963,S189604684,網路付款未取票,2018/04/08,2,5050,1160
0088964,G112892579,網路付款未取票,2018/04/08,2,1020,6220
0088965,F134987638,網路付款未取票,2018/04/07,1,1040,1000
0088966,Q259714033,網路付款未取票,2018/04/09,3,5050,3390
0088967,B202947288,網路付款未取票,2018/04/09,3,5050,7160
0088968,N210782611,網路付款未取票,2018/04/07,1,1020,7190
0088969,O233845819,網路付款未取票,2018/04/07,1,1040,1000
0088970,F221106087,網路付款未取票,2018/04/08,2,5050,4220
0088971,M140245815,網路付款未取票,2018/04/07,1,5050,4120
0088972,D238201371,網路付款未取票,2018/04/09,3,1020,6050
0089105,T213805750,網路付款未取票,2018/04/07,1,1040,1000
0089106,B137129189,網路付款未取票,2018/04/08,2,5050,4220
0089107,R193954909,網路付款未取票,2018/04/08,2,5050,1160
0089108,T268266570,網路付款未取票,2018/04/07,1,1020,7190
0089109,O210348237,網路付款未取票,2018/04/07,1,1040,1000
0089110,B144760556,網路付款未取票,2018/04/09,3,5050,3390
0089307,E146635791,網路付款未取票,2018/04/09,3,5050,7160
0089308,T266838087,網路付款未取票,2018/04/09,3,1020,6050
0089309,G109901121,網路付款未取票,2018/04/09,3,1040,6000
0089310,K125092666,網路付款未取票,2018/04/09,3,5050,3390
0089311,I150537180,網路付款未取票,2018/04/09,3,5050,7160
0089312,P229829931,網路付款未取票,2018/04/08,2,1020,6220
0089313,I121200950,網路付款未取票,2018/04/07,1,1040,1000
0089314,C133071576,網路付款未取票,2018/04/08,2,5050,4220
0089315,J289982044,網路付款未取票,2018/04/07,1,5050,4120
0089316,D247651647,網路付款未取票,2018/04/07,1,1020,7190
0089317,J296620451,網路付款未取票,2018/04/09,3,1040,6000
0089318,V248225459,網路付款未取票,2018/04/08,2,5050,4220
0089319,U156829940,網路付款未取票,2018/04/08,2,5050,1160
0089320,H158465042,網路付款未取票,2018/04/07,1,1020,7190
0089321,M254402517,網路付款未取票,2018/04/08,2,1040,6110
0089322,G290721340,網路付款未取票,2018/04/09,3,5050,3390
0089323,S117008843,網路付款未取票,2018/04/07,1,5050,4120
0089324,Q216003120,網路付款未取票,2018/04/08,2,1020,6220
0088973,V132898131,網路付款未取票,2018/04/07,1,1040,1000
0088974,T225516599,網路付款未取票,2018/04/09,3,5050,3390
0088975,V149124780,網路付款未取票,2018/04/09,3,5050,7160
0088976,N203233069,網路付款未取票,2018/04/08,2,1020,6220
0088977,T227738717,網路付款未取票,2018/04/09,3,1040,6000
0088978,O106251845,網路付款未取票,2018/04/08,2,5050,4220
0088979,J118461105,網路付款未取票,2018/04/08,2,5050,1160
0088980,G243537890,網路付款未取票,2018/04/08,2,1020,6220
0088981,T151225629,網路付款未取票,2018/04/08,2,1040,6110
0088982,L125777566,網路付款未取票,2018/04/08,2,5050,4220
0088983,A156935106,網路付款未取票,2018/04/08,2,5050,1160
0088984,O113878187,網路付款未取票,2018/04/08,2,1020,6220
0089111,M249927016,網路付款未取票,2018/04/09,3,5050,7160
0089112,O235225137,網路付款未取票,2018/04/07,1,1020,7190
0089113,A272117011,網路付款未取票,2018/04/07,1,1040,1000
0089114,Z280397891,網路付款未取票,2018/04/08,2,5050,4220
0089115,G171389820,網路付款未取票,2018/04/09,3,5050,7160
0089116,A234525420,網路付款未取票,2018/04/09,3,1020,6050
0089117,B100898360,網路付款未取票,2018/04/07,1,1040,1000
0089118,E285095957,網路付款未取票,2018/04/08,2,5050,4220
0089119,G276669094,網路付款未取票,2018/04/09,3,5050,7160
0089120,J104677631,網路付款未取票,2018/04/07,1,1020,7190
0089121,O144659854,網路付款未取票,2018/04/08,2,1040,6110
0089122,D218024538,網路付款未取票,2018/04/07,1,5050,4440
0089123,V225726579,網路付款未取票,2018/04/08,2,5050,1160
0089124,J279881941,網路付款未取票,2018/04/08,2,1020,6220
0089125,V113507295,網路付款未取票,2018/04/09,3,1040,6000
0089325,D144066582,網路付款未取票,2018/04/09,3,1040,6000
0089326,P238718987,網路付款未取票,2018/04/08,2,5050,4220
0089327,T156388309,網路付款未取票,2018/04/07,1,5050,4120
0089328,D135905834,網路付款未取票,2018/04/08,2,1020,6220
0089329,T227374875,網路付款未取票,2018/04/08,2,1040,6110
0089330,K125877981,網路付款未取票,2018/04/08,2,5050,4220
0089331,I180835939,網路付款未取票,2018/04/08,2,5050,1160
0089332,S164067943,網路付款未取票,2018/04/07,1,1020,7190
0089333,H229025830,網路付款未取票,2018/04/09,3,1040,6000
0089334,U263983228,網路付款未取票,2018/04/09,3,5050,3390
0089335,S182231594,網路付款未取票,2018/04/08,2,5050,1160
0089336,Z218694145,網路付款未取票,2018/04/08,2,1020,6220
0089337,N149047478,網路付款未取票,2018/04/07,1,1040,1000
0089338,F132810750,網路付款未取票,2018/04/09,3,5050,3390
0088986,P215257954,網路付款未取票,2018/04/08,2,5050,4220
0088987,P296850382,網路付款未取票,2018/04/08,2,5050,1160
0088988,B191120984,網路付款未取票,2018/04/09,3,1020,6050
0088989,B244727044,網路付款未取票,2018/04/09,3,1040,6000
0088990,V293367733,網路付款未取票,2018/04/07,1,5050,4440
0088991,V204172857,網路付款未取票,2018/04/08,2,5050,1160
0088992,V128072478,網路付款未取票,2018/04/07,1,1020,7190
0088993,O177228332,網路付款未取票,2018/04/09,3,1040,6000
0088994,I191348885,網路付款未取票,2018/04/08,2,5050,4220
0088995,U178498627,網路付款未取票,2018/04/07,1,5050,4120
0088996,G153022386,網路付款未取票,2018/04/07,1,1020,7190
0088997,A232911688,網路付款未取票,2018/04/07,1,1040,1000
0088998,F280901255,網路付款未取票,2018/04/07,1,5050,4440
0088985,C194745975,網路付款未取票,2018/04/09,3,1040,6000
0089126,K157668765,網路付款未取票,2018/04/07,1,5050,4440
0089127,O171590295,網路付款未取票,2018/04/09,3,5050,7160
0089128,C167672050,網路付款未取票,2018/04/09,3,1020,6050
0089129,V288799787,網路付款未取票,2018/04/07,1,1040,1000
0089130,P192928163,網路付款未取票,2018/04/08,2,5050,4220
0089131,C213806593,網路付款未取票,2018/04/08,2,5050,1160
0089132,F239431919,網路付款未取票,2018/04/09,3,1020,6050
0089133,A190366930,網路付款未取票,2018/04/09,3,1040,6000
0089134,L130080356,網路付款未取票,2018/04/09,3,5050,3390
0089135,D136015642,網路付款未取票,2018/04/09,3,5050,7160
0089136,I105091166,網路付款未取票,2018/04/08,2,1020,6220
0089137,O160991642,網路付款未取票,2018/04/09,3,1040,6000
0089339,B242329951,網路付款未取票,2018/04/08,2,5050,1160
0089340,Z160831649,網路付款未取票,2018/04/09,3,1020,6050
0089341,J121959276,網路付款未取票,2018/04/08,2,1040,6110
0089342,N265290999,網路付款未取票,2018/04/09,3,5050,3390
0089343,I111084408,網路付款未取票,2018/04/07,1,5050,4120
0089344,R112503502,網路付款未取票,2018/04/08,2,1020,6220
0089345,I258164314,網路付款未取票,2018/04/07,1,1040,1000
0089346,U230436072,網路付款未取票,2018/04/08,2,5050,4220
0089347,J253299318,網路付款未取票,2018/04/09,3,5050,7160
0089348,O114617026,網路付款未取票,2018/04/08,2,1020,6220
0089349,B105962034,網路付款未取票,2018/04/07,1,1040,1000
0089350,T259145611,網路付款未取票,2018/04/07,1,5050,4440
0089351,I109283026,網路付款未取票,2018/04/07,1,5050,4120
0089352,I258066171,網路付款未取票,2018/04/09,3,1020,6050
0089353,C125866212,網路付款未取票,2018/04/09,3,1040,6000
0089354,R153755753,網路付款未取票,2018/04/08,2,5050,4220
0089355,S178094341,網路付款未取票,2018/04/09,3,5050,7160
0089356,U298571898,網路付款未取票,2018/04/07,1,1020,7190
0088999,Z166435276,網路付款未取票,2018/04/07,1,5050,4120
0089000,F128932172,網路付款未取票,2018/04/08,2,1020,6220
0089001,O132217480,網路付款未取票,2018/04/09,3,1040,6000
0089002,O224532658,網路付款未取票,2018/04/08,2,5050,4220
0089003,I234181395,網路付款未取票,2018/04/08,2,5050,1160
0089004,I122749992,網路付款未取票,2018/04/09,3,1020,6050
0089005,Z163291763,網路付款未取票,2018/04/09,3,1040,6000
0089006,U250326773,網路付款未取票,2018/04/07,1,5050,4440
0089007,J131333462,網路付款未取票,2018/04/09,3,5050,7160
0089008,F237818301,網路付款未取票,2018/04/09,3,1020,6050
0089009,R237981424,網路付款未取票,2018/04/07,1,1040,1000
0089010,D224708143,網路付款未取票,2018/04/07,1,5050,4440
0089011,J156653698,網路付款未取票,2018/04/09,3,5050,7160
0089012,C193534030,網路付款未取票,2018/04/08,2,1020,6220
0089013,I138681992,網路付款未取票,2018/04/07,1,1040,1000
0089014,Q123592827,網路付款未取票,2018/04/07,1,5050,4440
0089015,U251223833,網路付款未取票,2018/04/08,2,5050,1160
0089016,P190183399,網路付款未取票,2018/04/09,3,1020,6050
0089139,A101347021,網路付款未取票,2018/04/09,3,5050,7160
0089140,C125575378,網路付款未取票,2018/04/08,2,1020,6220
0089141,O294528459,網路付款未取票,2018/04/07,1,1040,1000
0089142,R262725998,網路付款未取票,2018/04/08,2,5050,4220
0089143,U129358805,網路付款未取票,2018/04/09,3,5050,7160
0089144,N278615455,網路付款未取票,2018/04/07,1,1020,7190
0089145,F262036700,網路付款未取票,2018/04/08,2,1040,6110
0089146,O166780072,網路付款未取票,2018/04/07,1,5050,4440
0089147,L153248990,網路付款未取票,2018/04/09,3,5050,7160
0089148,D142024479,網路付款未取票,2018/04/07,1,1020,7190
0089149,R203567956,網路付款未取票,2018/04/09,3,1040,6000
0089138,R130047052,網路付款未取票,2018/04/09,3,5050,3390
0089357,Q161662104,網路付款未取票,2018/04/09,3,1040,6000
0089358,M227945074,網路付款未取票,2018/04/08,2,5050,4220
0089359,J165879486,網路付款未取票,2018/04/09,3,5050,7160
0089360,R272428004,網路付款未取票,2018/04/07,1,1020,7190
0089361,A238417376,網路付款未取票,2018/04/09,3,1040,6000
0089362,I206428598,網路付款未取票,2018/04/08,2,5050,4220
0089363,A160834103,網路付款未取票,2018/04/09,3,5050,7160
0089364,T186238858,網路付款未取票,2018/04/08,2,1020,6220
0089365,K108923260,網路付款未取票,2018/04/09,3,1040,6000
0089366,N193292394,網路付款未取票,2018/04/08,2,5050,4220
0089367,H242241332,網路付款未取票,2018/04/08,2,5050,1160
0089368,Z269393035,網路付款未取票,2018/04/08,2,1020,6220
0089017,N293611935,網路付款未取票,2018/04/09,3,1040,6000
0089018,J172405432,網路付款未取票,2018/04/09,3,5050,3390
0089019,J212048646,網路付款未取票,2018/04/07,1,5050,4120
0089020,V188276634,網路付款未取票,2018/04/09,3,1020,6050
0089021,H125112072,網路付款未取票,2018/04/07,1,1040,1000
0089022,K174130724,網路付款未取票,2018/04/08,2,5050,4220
0089023,D131794755,網路付款未取票,2018/04/08,2,5050,1160
0089024,E263960115,網路付款未取票,2018/04/09,3,1020,6050
0089025,T267397352,網路付款未取票,2018/04/07,1,1040,1000
0089026,M204536004,網路付款未取票,2018/04/09,3,5050,3390
0089027,H113800174,網路付款未取票,2018/04/09,3,5050,7160
0089028,I171123533,網路付款未取票,2018/04/09,3,1020,6050
0089029,T236391777,網路付款未取票,2018/04/07,1,1040,1000
0089030,E278067318,網路付款未取票,2018/04/07,1,5050,4440
0089031,Q206687847,網路付款未取票,2018/04/08,2,5050,1160
0089032,A164751481,網路付款未取票,2018/04/08,2,1020,6220
0089033,T241027588,網路付款未取票,2018/04/08,2,1040,6110
0089034,B226750152,網路付款未取票,2018/04/08,2,5050,4220
0089150,L219158100,網路付款未取票,2018/04/08,2,5050,4220
0089151,F201892804,網路付款未取票,2018/04/07,1,5050,4120
0089152,Z120827849,網路付款未取票,2018/04/09,3,1020,6050
0089153,Z299626163,網路付款未取票,2018/04/08,2,1040,6110
0089154,P256074782,網路付款未取票,2018/04/07,1,5050,4440
0089155,S189250800,網路付款未取票,2018/04/08,2,5050,1160
0089156,O180485350,網路付款未取票,2018/04/09,3,1020,6050
0089157,Z277243099,網路付款未取票,2018/04/08,2,1040,6110
0089158,T226567536,網路付款未取票,2018/04/07,1,5050,4440
0089159,A175402195,網路付款未取票,2018/04/08,2,5050,1160
0089160,M276217067,網路付款未取票,2018/04/07,1,1020,7190
0089369,O214474363,網路付款未取票,2018/04/07,1,1040,1000
0089370,L211949654,網路付款未取票,2018/04/09,3,5050,3390
0089371,M100357014,網路付款未取票,2018/04/08,2,5050,1160
0089372,T144699244,網路付款未取票,2018/04/08,2,1020,6220
0089373,R137473149,網路付款未取票,2018/04/09,3,1040,6000
0089374,D277861151,網路付款未取票,2018/04/07,1,5050,4440
0089375,N101915271,網路付款未取票,2018/04/09,3,5050,7160
0089376,R179875116,網路付款未取票,2018/04/09,3,1020,6050
0089377,C280301181,網路付款未取票,2018/04/08,2,1040,6110
0089378,P158571611,網路付款未取票,2018/04/07,1,5050,4440
0089379,F198253435,網路付款未取票,2018/04/08,2,5050,1160
0089380,S267156556,網路付款未取票,2018/04/08,2,1020,6220
0089381,T266276578,網路付款未取票,2018/04/09,3,1040,6000
0089382,H171892761,網路付款未取票,2018/04/09,3,5050,3390
0089383,U277227555,網路付款未取票,2018/04/08,2,5050,1160
0089384,A192847938,網路付款未取票,2018/04/09,3,1020,6050
0089385,P291676242,網路付款未取票,2018/04/08,2,1040,6110
0089386,Z219894729,網路付款未取票,2018/04/09,3,5050,3390
0089387,I244267151,網路付款未取票,2018/04/09,3,5050,7160
